ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
kama1375,Kamara-Hanga,,,,kama1375,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205,atla1278,Atlantic-Congo,,,family,
kusa1250,Kusaal,Africa,10.9703,-0.38756,kusa1250,kus,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205,atla1278,Atlantic-Congo,kusa1250,Kusaal,language,not endangered
mamp1244,Mampruli,Africa,10.3884,-0.74675,mamp1244,maw,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246,atla1278,Atlantic-Congo,mamp1244,Mampruli,language,not endangered
dagb1246,Dagbani,Africa,9.64745,-0.43227,dagb1246,dag,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246,atla1278,Atlantic-Congo,dagb1246,Dagbani,language,not endangered
west2462,Western Mampruli,Africa,,,west2462,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246/mamp1244,atla1278,Atlantic-Congo,mamp1244,Mampruli,dialect,
east2395,Eastern Mampruli,Africa,,,east2395,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246/mamp1244,atla1278,Atlantic-Congo,mamp1244,Mampruli,dialect,
nanu1239,Nanuni,Africa,,,nanu1239,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/mamp1246/dagb1246,atla1278,Atlantic-Congo,dagb1246,Dagbani,dialect,
hang1258,Hanga,Africa,9.33929,-1.57833,hang1258,hag,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375,atla1278,Atlantic-Congo,hang1258,Hanga,language,shifting
kama1357,Kamara,Africa,8.93891,-2.34944,kama1357,jmr,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375,atla1278,Atlantic-Congo,kama1357,Kamara,language,threatened
nort2781,Northern Hanga,Africa,,,nort2781,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
sout2792,Southern Hanga,Africa,,,sout2792,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
yazo1238,Yazori,Africa,,,yazo1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/nort2781,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
bowe1238,Bowena,Africa,,,bowe1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/nort2781,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
lang1319,Langantere,Africa,,,lang1319,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/sout2792,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
muru1267,Murugu,Africa,,,muru1267,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/sout2792,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
damo1238,Damongo,Africa,,,damo1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kama1375/hang1258/sout2792,atla1278,Atlantic-Congo,hang1258,Hanga,dialect,
ango1253,Angole,Africa,,,ango1253,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kusa1250,atla1278,Atlantic-Congo,kusa1250,Kusaal,dialect,
toen1238,Toende,Africa,,,toen1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/sout3205/kusa1250,atla1278,Atlantic-Congo,kusa1250,Kusaal,dialect,
miyo1238,Miyobe,Africa,9.94366,1.33302,miyo1238,soy,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/unun9904,atla1278,Atlantic-Congo,miyo1238,Miyobe,language,shifting
bomu1247,Bomu,Africa,12.3816,-4.538,bomu1247,bmq,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247,atla1278,Atlantic-Congo,bomu1247,Bomu,language,not endangered
nucl1742,Nuclear Bwamu,,,,nucl1742,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247,atla1278,Atlantic-Congo,,,family,
daha1240,Dahanmu,Africa,,,daha1240,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
dwem1238,Dwemu,Africa,,,dwem1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
mand1420,Mandiakuy,Africa,,,mand1420,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/daha1240,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
koni1258,Koniko,Africa,,,koni1258,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/daha1240,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
bomb1259,Bomborokuy,Africa,,,bomb1259,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/daha1240,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
maoo1244,Mao,Africa,,,maoo1244,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/daha1240,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
togo1253,Togo,Africa,,,togo1253,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/dwem1238,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
wahu1238,Wahu,Africa,,,wahu1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/dwem1238,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
tere1274,Terekongo,Africa,,,tere1274,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/bomu1247/dwem1238,atla1278,Atlantic-Congo,bomu1247,Bomu,dialect,
buam1238,Buamu,Africa,11.1687,-3.50303,buam1238,box,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/nucl1742,atla1278,Atlantic-Congo,buam1238,Buamu,language,not endangered
laal1241,Láá Láá Bwamu,Africa,11.6524,-3.17735,laal1241,bwj,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/nucl1742,atla1278,Atlantic-Congo,laal1241,Láá Láá Bwamu,language,not endangered
cwib1235,Cwi Bwamu,Africa,11.4182,-2.95115,cwib1235,bwy,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/nucl1742,atla1278,Atlantic-Congo,cwib1235,Cwi Bwamu,language,not endangered
ouar1238,Ouarkoye,Africa,,,ouar1238,,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/bwam1247/nucl1742/buam1238,atla1278,Atlantic-Congo,buam1238,Buamu,dialect,
nort2787,Northern Toussian,Africa,11.133,-4.88274,nort2787,tsp,atla1278/volt1241/nort3149/gura1261/tusi1238,atla1278,Atlantic-Congo,nort2787,Northern Toussian,language,not endangered
sout2797,Southern Toussian,Africa,10.877,-4.65678,sout2797,wib,atla1278/volt1241/nort3149/gura1261/tusi1238,atla1278,Atlantic-Congo,sout2797,Southern Toussian,language,not endangered
went1241,Wenteene,Africa,,,went1241,,atla1278/volt1241/nort3149/gura1261/tusi1238/nort2787,atla1278,Atlantic-Congo,nort2787,Northern Toussian,dialect,
kebe1238,Kebeenton,Africa,,,kebe1238,,atla1278/volt1241/nort3149/gura1261/tusi1238/nort2787,atla1278,Atlantic-Congo,nort2787,Northern Toussian,dialect,
truu1238,Tru,Africa,,,truu1238,,atla1278/volt1241/nort3149/gura1261/tusi1238/nort2787,atla1278,Atlantic-Congo,nort2787,Northern Toussian,dialect,
terr1239,Ter,Africa,,,terr1239,,atla1278/volt1241/nort3149/gura1261/tusi1238/nort2787,atla1278,Atlantic-Congo,nort2787,Northern Toussian,dialect,
kula1277,Kulango,,,,kula1277,,atla1278/volt1241/nort3149/gura1261/kula1283,atla1278,Atlantic-Congo,,,family,
teen1241,Teenic,,,,teen1241,,atla1278/volt1241/nort3149/gura1261/kula1283,atla1278,Atlantic-Congo,,,family,
boun1243,Bouna Kulango,Africa,8.46011,-2.74627,boun1243,nku,atla1278/volt1241/nort3149/gura1261/kula1283/kula1277,atla1278,Atlantic-Congo,boun1243,Bouna Kulango,language,not endangered
bond1246,Bondoukou Kulango,Africa,7.85945,-2.87379,bond1246,kzc,atla1278/volt1241/nort3149/gura1261/kula1283/kula1277,atla1278,Atlantic-Congo,bond1246,Bondoukou Kulango,language,not endangered
sekw1242,Sekwa (Bouna Kulango),Africa,,,sekw1242,,atla1278/volt1241/nort3149/gura1261/kula1283/kula1277/boun1243,atla1278,Atlantic-Congo,boun1243,Bouna Kulango,dialect,
naba1252,Nabanj,Africa,,,naba1252,,atla1278/volt1241/nort3149/gura1261/kula1283/kula1277/boun1243,atla1278,Atlantic-Congo,boun1243,Bouna Kulango,dialect,
teen1242,Téén,Africa,9.84556,-3.71183,teen1242,lor,atla1278/volt1241/nort3149/gura1261/kula1283/teen1241,atla1278,Atlantic-Congo,teen1242,Téén,language,threatened
loma1258,Loma (Côte d'Ivoire),Africa,9.40172,-3.47051,loma1258,loi,atla1278/volt1241/nort3149/gura1261/kula1283/teen1241,atla1278,Atlantic-Congo,loma1258,Loma (Côte d'Ivoire),language,not endangered
wara1292,Samue,Africa,10.7283,-5.37515,wara1292,wbf,atla1278/volt1241/nort3149/gura1261/samu1243,atla1278,Atlantic-Congo,wara1292,Samue,language,shifting
pale1262,Palen,Africa,,,pale1262,pnl,atla1278/volt1241/nort3149/gura1261/samu1243,atla1278,Atlantic-Congo,pale1262,Palen,language,threatened
nati1243,Natioro,Africa,10.7176,-5.19517,nati1243,nti,atla1278/volt1241/nort3149/gura1261/samu1243,atla1278,Atlantic-Congo,nati1243,Natioro,language,threatened
ouat1238,Ouatourou-Niasogoni,Africa,,,ouat1238,,atla1278/volt1241/nort3149/gura1261/samu1243/wara1292,atla1278,Atlantic-Congo,wara1292,Samue,dialect,
fani1245,Faniagara,Africa,,,fani1245,,atla1278/volt1241/nort3149/gura1261/samu1243/wara1292,atla1278,Atlantic-Congo,wara1292,Samue,dialect,
soul1238,Soulani,Africa,,,soul1238,,atla1278/volt1241/nort3149/gura1261/samu1243/wara1292,atla1278,Atlantic-Congo,wara1292,Samue,dialect,
negu1238,Negueni-Klani,Africa,,,negu1238,,atla1278/volt1241/nort3149/gura1261/samu1243/wara1292,atla1278,Atlantic-Congo,wara1292,Samue,dialect,
